Time,Tank 1,Tank 2,Tank 3
531,5325.643066,665.2108154,2501.07251
532,5320.008789,659.0028687,2496.893311
533,5307.314941,652.5222778,2481.996826
534,5312.769531,653.2988281,2478.044678
535,5308.938965,648.5182495,2480.310547
536,5324.112305,641.7818604,2468.464355
537,5307.774902,638.6375732,2456.2771
538,5317.398926,638.576355,2442.488281
539,5302.383301,635.5950928,2431.331543
540,5267.861816,635.4005737,2428.917236
541,5254.192383,632.5022583,2424.636963
542,5251.76709,632.5345459,2419.075684
543,5254.497559,627.2091675,2411.776367
544,5239.02832,619.6864624,2404.9646
545,5248.699707,618.0396729,2395.443115
546,5236.72168,615.9821777,2389.297363
547,5218.825195,614.7363281,2386.8396
548,5206.205566,607.9552612,2382.540039
549,5187.296387,601.4990845,2378.233643
550,5159.071289,606.4954224,2371.555908
551,5133.332031,601.8949585,2363.33252
552,5116.814453,597.382019,2360.779785
553,5098.226563,598.9199829,2354.619385
554,5101.810059,599.6480713,2344.11792
555,5108.615723,595.3024292,2323.348877
556,5109.600098,593.5969238,2301.139404
557,5121.605957,588.5401611,2285.84082
558,5102.941895,587.6293335,2272.166504
559,5096.800293,586.0183716,2252.040283
560,5069.26123,584.6183472,2240.481445
561,5048.232422,580.3959351,2232.083008
562,5031.063965,570.649231,2223.238037
563,5027.309082,563.3279419,2215.547852
564,5009.079102,562.2099609,2211.230957
565,5018.174805,560.2735596,2208.647217
566,4999.912598,558.5841064,2180.944336
567,4992.632324,553.5776367,2167.634277
568,4991.646973,552.9429932,2158.592773
569,4992.104492,554.2390137,2138.606445
570,4978.057617,552.47052,2118.602539
571,4970.443359,553.0192871,2117.956055
572,4951.038086,540.7092285,2119.162842
573,4921.558594,541.1207886,2122.669434
574,4894.126953,538.5252686,2125.943848
575,4879.365723,535.6651611,2128.321777
576,4878.323242,529.4076538,2123.216064
577,4851.59082,525.6763306,2118.993896
578,4862.21875,521.843689,2114.588623
579,4860.709473,525.217041,2117.816406
580,4869.09668,522.4036255,2112.260742
581,4857.986816,516.2067871,2109.102295
582,4836.668457,513.2826538,2101.552734
583,4832.878906,508.98172,2092.975098
584,4834.196777,507.4891663,2080.888916
585,4835.184082,506.0133667,2071.029297
586,4823.359375,503.5545959,2067.505127
587,4802.907715,500.804657,2064.89624
588,4788.85498,498.147522,2059.546387
589,4777.120117,495.0639038,2052.229736
590,4741.131836,493.4529419,2037.970581
591,4711.033691,490.8843689,2027.446045
592,4680.353027,489.9957275,2023.519409
593,4684.939453,489.1474915,2023.052979
594,4676.170898,483.5156555,2021.020142
595,4667.234375,483.020813,2019.569214
596,4639.124023,476.9048157,2016.559814
597,4633.308105,477.9937439,2014.252441
598,4599.874512,477.4908447,2009.278931
599,4571.637695,476.8615112,2000.031616
600,4551.046387,477.7108765,1989.383301
601,4540.762695,472.2392578,1981.079102
602,4513.285156,474.3667297,1974.424683
603,4519.339844,472.4931641,1974.808105
604,4506.297363,466.6560364,1974.234131
605,4486.92627,466.0892029,1969.901489
606,4495.516602,464.2145081,1967.185059
607,4480.732422,461.5641479,1962.854858
608,4492.896973,459.2802734,1958.03833
609,4487.050781,453.9154968,1952.623779
610,4490.300781,451.9064026,1938.392334
611,4471.449707,452.383606,1926.287964
612,4454.833984,453.4190369,1912.977051
613,4451.785156,449.4684448,1903.883057
614,4438.208008,446.8040466,1890.802124
615,4401,446.1247253,1881.465576
616,4371.879395,441.9165039,1874.3302
617,4322.347656,439.9468384,1871.16394
618,4295.707031,442.98703,1867.511841
619,4272.464844,437.6153259,1867.116455
620,4281.494141,433.2476196,1864.509521
621,4305.141113,428.1556396,1863.505249
622,4311.558594,430.373291,1861.182007
623,4302.986816,430.8807068,1859.51416
624,4294.23584,428.3487244,1859.564453
625,4286.275879,427.1131592,1853.303223
626,4284.804688,424.5231018,1849.891724
627,4283.214355,420.4358826,1842.611816
628,4271.393555,420.5592651,1836.853638
629,4258.481445,413.3368835,1830.196655
630,4214.151855,413.0474854,1826.251709
631,4180.324219,414.5472412,1818.196167
632,4134.024414,409.6846924,1802.694702
633,4125.922852,410.3518677,1784.784302
634,4116.01416,411.1442871,1770.817627
635,4142.80957,410.2276306,1767.51355
636,4146.87793,406.0097046,1764.051147
637,4162.937012,405.3973389,1757.168457
638,4152.90625,402.5829468,1749.984863
639,4141.479492,404.2361755,1741.213867
640,4116.262207,405.8818054,1732.241333
641,4109.100098,402.9020386,1726.892822
642,4097.819824,393.1934204,1715.637817
643,4092.876465,390.9887695,1705.80957
